Journalist Radomir Počuča called for lynching Women in Black via Facebook,Journalist Radomir Počuča called for lynching Women in Black via Facebook just before this organization marked the 15th anniversary of crimes against Albanian civillians in Kosovo. Belgrade's Court of Appeals released him from all charges in 2017.,Fraud, threats and manipulations,Endangering security,Direct threats of violence, including threats of a sexual or physical nature,,,,,Media sector,Civilian sector,2014-03-26,2017-06-09,Pravnosnažno je osloboden 2017. godine,http://www.kurir.rs/crna-hronika/pocinje-sudenje-radomiru-pocuci-clanak-1476337,http://www.telegraf.rs/vesti/1164567-pocuca-zalim-zbog-svojih-reci-ne-i-zbog-svog-stava,https://www.blic.rs/vesti/hronika/apelacioni-sud-odlucio-da-pocuca-nije-ugrozio-sigurnost-zena-u-crnom/5y1sd76,,,
2014 floods − Text unavailable on portal Vaseljenska, where it was also published,The text "Appeal to Vučić to Stop Being Pathetic and Self-Pitying" which appeared on Teleprompter was erased without any explanation by this news portal. The editorial team confirmed that the website had been attacked during previous days.,Cyber incidents,Overtaking control,Technical attacks,,,,,Unknown,Media sector,2014-04-17,2014-04-18,,,,,,,
2014 floods  − Teleprompter unavailable,RTV Mars from Valjevo announced that an amateur video from Krupanj showing a verbal attack against Minister Selakovic which they broadcast, as well as several texts they published on their website, resulted in violent threats and various forms of cyberattacks.,Cyber incidents,Overtaking control,Technical attacks,,,,,Unknown,Media sector,2014-05-17,2014-05-23,,,,,,,
2014 floods  − Teleprompter unavailable,RTV Mars from Valjevo announced that an amateur video from Krupanj showing a verbal attack against Minister Selakovic which they broadcast, as well as several texts they published on their website, resulted in violent threats and various forms of cyberattacks.,Fraud, threats and manipulations,Endangering security,Direct threats of violence, including threats of a sexual or physical nature,Limiting freedom of expression,Direct threats of violence, including threats of a sexual or physical nature,,,Unknown,Media sector,2014-05-17,2014-05-23,,,,,,,
2014 floods − Portal 'Druga Strana' became unavailable,After publishing the article "Dear State, We Shouldn't Take Any More of Your Time", the website Druga Strana became unavailable The author later said that the website was temporarily shut down owing to a "large attack" in order not to compromize the safety of other websites on the server (this is probably the explanation and decision of the provider).,Cyber incidents,Disabled services,DoS/DDoS,,,,,Unknown,Media sector,2014-05-18,2014-05-19,,http://www.drugastrana.net/svakodnevica/drzavo-ne-bismo-te-vise-zadrzavali/,https://twitter.com/N_Milosavljevic/status/468643495016923136,,,,
2014 floods − Critical text removed from Kolumnist portal,Article "A Short Introduction to Dictatorship", published on portal Kolumnista (Eng. Columnist) during the flood, was temporarily unavailable.,Cyber incidents,Disabled services,DoS/DDoS,,,,,Unknown,Media sector,2014-05-19,2014-05-20,,http://kolumnista.com/kratak-uvod-u-diktaturu/,https://archive.li/d5dlE,,,,
2014 floods − Social media users brought in for questioning over spreading panic,Media reported that people from Belgrade and other parts of Serbia were brought in for questioning over allegedly "spreading panic" via blog posts and social media accounts. The issue was their alleged speculation regarding the number of casualties and the extent of damage during the floods, about which there was no official information for days.,Fraud, threats and manipulations,Limiting freedom of expression,Abuse of legal mechanisms,,,,,Authority figures,The public,2014-05-21,2014-06-13,,http://www.cins.rs/srpski/news/article/ispovesti-uhapsenih-zbog-komentara-na-fejsbuku,https://archive.li/CMA4Q,,,,
Cyberattacks against Peščanik − plagiarized doctoral dissertation affair,A few hours after publishing a text about the plagiarized doctoral dissertation of the Minister of Police, the website was hacked. According to administrators, the website has occasionally been under attack for years. Brute-force attacks continued during the week, especially when a few days later the portal published a text on the non-existent doctoral dissertation of Mica Jovanović, the Rector of Megatrend University.,Cyber incidents,Disabled services,DoS/DDoS,,,,,Unknown,Media sector,2014-06-01,2014-06-08,,http://www.b92.net/info/vesti/index.php?yyyy=2014&mm=06&dd=03&nav_id=856389,http://www.blic.rs/Vesti/Drustvo/471699/Ponovo-oboren-sajt-Pescanika,https://archive.li/gZ861,,,
Cyberattacks against "Two in One",Two journalists' blog was hacked several times. According to the bloggers, the attacker was hidden using IP adresses located in Ukraine and China. A lawsuit against unknown persons was filed.,Cyber incidents,Disabled services,DoS/DDoS,,,,,Unknown,Media sector,2014-06-01,2014-06-07,,http://www.uns.org.rs/saopstenja/24886/uns--tuzilastvo-da-utvrdi-ko-napada-blog-dvaujedan-rs.html,https://archive.li/AOIkc,,,,
Reporter of RTV Mladenovac brought in for questioning over text sharing on Facebook,A reporter of RTV Mladenovac was brought in for questioning because he posted a critical comment from the website Kolumnist on his Facebook profile. The comment was about the Serbian Progressive Party official and Belgrade city manager Goran Vesić and his statement that the evaucated 1 of Obrenoac caused damage to Belgrade hotels worth 100,000 EUR.,Fraud, threats and manipulations,Limiting freedom of expression,Abuse of legal mechanisms,,,,,Authority figures,Media sector,2014-06-06,,,http://nuns.rs/info/statements/21973/efj-osudila-hapsenje-novinara-zbog-kritike-na-fejsbuku.html,http://www.novimagazin.rs/vesti/nuns-i-uns-protestuju-zbog-privodjenja-novinara,https://archive.li/e3iTg,,,
Miljane Radivojevic's private email correspondence revealed to public,Miljana Radivojevic's private correspondence with the former rector of Belgrade University concerning the plagiarized doctoral dissertaion of Megatrend University's rector was sent to some media and Megatrend's rector himself, who read parts of this correspondence in various TV programs.,Privacy and data protection,Disclosure of data,Publication in the media,,,,,Unknown,Individual casualty,2014-06-15,,Podneta krivicna prijava protiv Mice Jovanovica.,http://www.rts.rs/page/stories/sr/story/125/Dru%C5%A1tvo/1640371/Prijava+protiv+Mi%C4%87e+Jovanovi%C4%87a.html,http://www.balkaninsight.com/en/article/anonymous-denied-hacking-allegations,https://archive.li/HdabZ,,,
Businessman from Ruma threatened Telegraf reporter with physical assault,A company owner from Ruma verbally assaulted an anonymous Telegraf reporter, threatened with violence and a lawsuit over a text about his business arrangements with a local police officer.,Fraud, threats and manipulations,Endangering security,Direct threats of violence, including threats of a sexual or physical nature,Limiting freedom of expression,Abuse of legal mechanisms,,,Individual,Media sector,2014-06-19,,,http://www.nuns.rs/info/news/22048/preceno-novinaru-telegrafa.html,https://archive.li/keQtD,,,,
Cyberattacks against Kurir website in June 2014,A series of cyberattacks started after the football World Cup match Croatia−Mexico. The attacks allegedly mostly came from Croatia, so investigation was requested thorugh Interpol office in Zagreb.,Cyber incidents,Disabled services,DoS/DDoS,,,,,Unknown,Media sector,2014-06-23,2014-06-26,,http://www.kurir.rs/mup-u-toku-istraga-o-napadu-na-kurir-clanak-1434353,http://www.rtv.rs/sr_lat/drustvo/hrvatska-policija-obavestena-o-hakerskim-napadima-na-kurir_498605.html,https://archive.li/Ht7Nf,,,
